ilan_linki,aciklama
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/volkswagen-passat-1-6-tdi-bluemotion-comfortline-2019-model-72000-de-aracim-satilik/30674398,Aracım 72000 km de olup temiz bir araçtır. İkinci sahibiyim. 01.07.2025 tarihinde bakımlarını yaptırdım. Alan sorunsuz bir şekilde kullanır.
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2013-model/30571678,2017 den itibaren araç bende aldığımda ön tampon ve sol çamurluk boyalı olup bende iken sol arka kapıya sürtme sonucu etek altı boyalı başka bir hatası yoktur aracı kullandığım için km değişecektir alıcısına şimdiden hayırlı olsun
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-business/2020-passat-busines/28655587,"ARACIMIZ ORJİNAL BAKİMLİ BİR ARACTİR...

KAZASI DEĞİŞEN PARÇASI YOKTUR...

MOTORU ŞANZİMANİ YÜRÜYEN AKSAMI SORUNSUZDUR...

KOLTUKLARINDA VE İC DİZAYNINDA HERHANGİ BİR DEFORMASYON YOKTUR...

İLK SAHİBİNDEN ALINMISTIR..

TÜM BAKİMLARİ ZAMANINDA YAPILMIŞTIR...

YEDEK ANAHTARI KİTAPCİKLARİ MEVCUTTUR...

ARACIMIZDA EZİK ÇİZİK GÖÇÜK YOKTUR...

KREDİ KULLANDIRILİR...

BONUS KREDİ KARTLARINA 18 TAKSİT YAPILIR

DIGER KARTLARA 12 TAKSİT YAPILIR...

EXPERTİZ DURUMU AŞAĞIDAKİ SEMADA BELİRTİLMİŞTİR..

PARCA PARCA 28 BIN TL TRAMER KAYDI VARDIR..."
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/dmg-auto-dan-b7-passat/30876390,"DMG AUTO

2012 MODEL 1.6 TDİ

278.\*\*\* KM

​

MOTOR ŞANSIZMAN KUSURSUZ

ALT TAKIM YÜRÜR 1. SINIF

ÇALIŞMAYAN BİR AKSAMI YOKTUR

KLİMA AKTİF

YAĞ BAKIMLARI YENİ

TÜM BAKIMLARI TARAFIMIZCA YAPILMIŞ OLUP

YAĞ VE SU KAÇAĞI YOKTUR

ARACIN EXPER AŞAĞIDA ŞAPLONDA İŞARETLENMİŞTİR

TRAMER:50.000 TL

MUAYENE 22.09.2025

KM ORJİNALDİR

​

FİRMAMIZ İKİNCİ EL KARA TAŞITI TİCARETİ YETKİ BELGESİ’NE SAHİPTİR.

YETKİ BELGESİ NUMARASI=4600293

HER TÜRLÜ 2. EL ARAÇLARINIZ DEĞERİNDE NAKİT ALINIR

İSTERSENİZ ARACINIZI BIRAKIN SİZİN ADINIZA SATALIM"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-dsg-comfortline-orjinal-led-2016-model-boyasiz/29640611,Araç fabrika çıkışlı higline led zenon far ve jant opsiyonlu ışık pakettir. Yetkili servis bakımlı ağır bakımı ve muayenesi yeni sorunsuz . Not: arka plastik tampon harici boyasız hatasızdır.
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/full-r-line-donusum/29369284,"**2015 MODEL DSG-TDI**

**COMFORTLİNE PAKET**

**‼️ CAM TAVAN YOK ‼️**

**R  LİNE DÖNÜŞÜM**

**EXTRA KATLANIR AYNA**

**R TAMPON**

**HİGHLİNE FAR STOP**

**YENİ TİP VİTES TOPUZU**

**TORBİDO SOĞUTUCU**

**TAVAN BAGAJ HARİÇ BOYA**

**ÇOĞU PARÇASI LOKAL**

**2 DEĞİŞEN (kaput-çamurluk)**

**ŞASİ AİRBAG ORJİNAL**

**26 BİN AĞIR HASAR KAYITLI**

**KM 298 BİNDE**

**MOTOR YÜRÜYEN ŞANZUMAN ÇOK İYİ**

**EKSİKSİZ TÜM BAKIMLARI YAPILMIŞTIR SIVI BAKIMLAR DAHİL.**"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-trendline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-trendline-2012-model/30896673,"Merhaba  
Aracımda kaza tramer yok. Sadece kaputun sağ uç ve ön kısmında lokal boya var. Başka boya değişen sök - tak yok. Birkaç önemsiz çizik ve nokta ezik var . Aracın dört lastik yeni. kavrama volant sorunu yok ben aldıktan sonra değiştirdim . Mekatronik tüpünü yeni değiştirdim. Ön amatisörler ve ön takım komple yeni yapıldı. Hepsinin belgesi var.  Kısacası araca bakın. İçinize sinerse hoşunuza giderse ekspertiz yaptırın alın. Ben alırken ekspetiz yaptırdım ve çok şükür kaza yapmadım ama mekanik arızaları olduğunda genelde hep orjinal ile değiştirdim. Oksijen sensorunu serviste yeni değiştirdim. Servis kayıtları da var."
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/galeriden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2015-model-adana/30270113,> # Bakımlı temiz ağır bakımları yapılmış masrafsız bir araçtır .cam tavan hasar kaydı yoktur
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/kaan-otomotiv-den-2015-model-1-parca-boyali-otomatik-ici-bej-b8/22738981,"**​​- ARACIMIZ 2015** **MODEL 1.6** **BLUEMOTİON****TDI** **120 PS** **DSG** **OTOMATİK VİTES COMFORTLİNE** **PAKETTİR.**

**-KİLOMETRESİ ORJİNAL 320.500 KM DEDİR.**

**- DÖŞEMLERİ BEJ OLUP İÇ AKSAMLARI KUSURSUZDUR**

**- MOTOR VE YÜRÜYEN AKSAMI BAKIMLIDIR.**

**-****ARACIMIZDA** **1 PARÇA SOL ÖN ÇAMURLUK BOYALI OLUP HARİCİ KAZASI DARBESİ BULUNMAMAKTADIR** **.**

**-TRAMER KAZA KAYDI PARK HALİNDE ÇARPMA 9808 TL .**

**- İSTENİLEN YERDE EXPERTİZ YAPTIRILABİLİR**

**- FİYATI ABARTILMAMIŞ ARAÇLARINIZ İLE TAKAS DEĞERLENDİRİLİR.**

**-YETKİ BELGE NO: 3800337**

**PAZAR GÜNLERİ HİZMET VERMEKTEYİZ**

**ADRES : YILDIZEVLER MAH. OTOGALERİCİLER SİTESİ 7. SOKAK NO 30**

**KAAN AUTO**

**İLETİŞİM BİLGİLERİ**

**-05334947677**

**-05389564489**"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/2016-model-ilk-elden-emsalsiz-temizlikte-comfortline-passat/30895815,ARACIMIZIN SADECE SOL ÖN ÇAMURLUK LOKAL BOYALI OLUP HARİCİNDE HATA BOYA YOKTUR MOTOR YÜRÜYEN ALT TAKIM KUSURSUZ OLUP BAKIMLARI ZAMANINDA YAPILMIŞTIR İÇİNDE DIŞINDA DEFORME YOKTUR ÇALIŞMAYAN AKSAMI YOKTUR GELİP GÖRÜLME DEGER TEMİZLİKTEDİR YEDEK ANAHTAR KULLANMA KILAVUZLARI VARDIR DETAYLI TEMİZLİK BOYA KORUMA YAPILMIŞTIR ARAÇ İLK ELDEN OLUP KUSURSUZ TEMİZLİKTEDİR KREDİ KART GEÇERLİDİR YENİ SAHİBİNE HAYIRLI UĞURLU OLSUN
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-trendline/galeriden-volkswagen-passat-1-6-tdi-bluemotion-trendline-2015-model-sivas/29881847,"Hatasız-Boyasız-Değişensiz-Tramersiz   
Detaylı bilgi için arayınız"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-trendline/hatasiz-boyasiz-tramersiz/29928330,2014 MODEL Passat B7 aracımızda Deponun Üstünde Bir Parça lokal boya Vardır harici HATASIZ Boyasız Tramersizdir. ağır bakımları yapılmıştır.
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-highline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-highline-2014-model/29809049,"2021 den buyana araç bizdedir  
Temiz bakımlarını yeni yaptırdım  
4 adet yazlık 4 adet kışlık lastikler sıfır alındı  
Aracın boyanan yerlerinin hepsi eşimde oldu sürtmelerden dolayı

Boyalı yerler aşağıda işaretlidir

Hiç bir kazaya falan karışmamıştır   
Sürtme resimleri hepsi var bende   
Sol ön çamurluk değişmesinin sebebi ezildiği için düzelttirmedim pis görüntü olmasın diye değiştirdim  
Tramer kaydı yok tur  
Km kesinlikle orijinaldir

F1 kulakçık

Yağmur sensörü

Far sensörü

Hız sabitleme ve daha sayamadığım birçok özelliği var

Çalışmayan hiçbir aksamı yoktur

Alacak olan kişi masraf etmeden binecek

Aracıma kefilim   
Alıcısına şimdiden hayırlı olsun   
  
NOT: takas yapmak isteyenler aracının fiyatını yükseltip takasa gelmesin   
Takasa gelecek aracın fiyatına göre takas fiyatı verilecektir   
ÖLÜCÜLER UZAK DURSUN LÜTFEN   
MALIMIN HAİN’İ DEĞİLİM"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-impression/ottocar-plaza-dan-2017-model-volswagen-passat/29889676,
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-trendline/boyasiz-2016-volkswagen-passat-1-6-tdi-trendline/30626733,"DEMİR OTOMOTİV ‘ DEN 2016 PASSAT 1.6 TDI TRENDLİNE   
  
HATASIZ & BOYASIZ   
  
DEĞİŞEN YOK   
  
BOYA YOK   
  
TRAMER KAYDI SEDECE 800₺"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-trendline/ilk-sahibinden-54-000-km-boyasiz-degisensiz-tramersiz-otomatik-dizel-kapali-garaj-arabasi/30206654,"**TRAFİĞE ÇIKIŞ TARİHİ :  25.ARALIK.2018**

**İLK SAHİBİYİM , ALIM FATURASI , TÜM BAKIM GEÇMİŞİNİN EVRAKLARI VAR.**

**SADECE 54.000 KM ' DE.  SIFIRDAN FARKSIZ DURUMDADIR.**

**ŞEHİRİÇİNDE KULLANDIĞIM 2. ARACIM VAR. SADECE ŞEHİRLER ARASI YOLDA KULLANILDI. ŞEHİRİÇİ YOĞUN, DUR-KALK TRAFİĞİNE GİRMEDİ. ​**

**KAPALI GARAJ' DA DURMAKTADIR.**

**HİÇBİR MASRAFI YOKTUR. ALICISINA UZUN YILLAR SORUNSUZ HİZMET EDER.**

**MUAYENESİ VE YILLIK BAKIMI HAZİRAN AYININ BAŞINDA YAPILDI.**

**BOYA YOK , DEĞİŞEN YOK , ÇİZİK YOK , EZİK-GÖÇÜK YOK, TRAMER KAYDI YOK. TAMPONLARDA DAHİ ÇİZİK YOK , RÜTÜŞ YOK.**

**KOLTUKLARDA LEKE , YIRTIK , SÖKÜK YOK.  KOLTUKLAR ÖRTÜSÜZ, KILIFSIZ HİÇ KULLANILMADI.**

**İÇİNDE HİÇ SİGARA İÇİLMEDİ.**

**EKRAN ÜZERİNDE Kİ JELATİN DAHİ HALEN DURUYOR.**

**4 ADET HANKOOK MARKA KIŞ LASTİĞİ VAR. SADECE 1 KIŞ KULLANILDI.**

**ÜZERİNDE MİCHELİN LASTİKLER VAR.**

**CAMLARA SİYAH FİLM YAPILDI.**

**YILDA 1 DEFA SONAX / NANO BOYA KORUMA UYGULANDI.**

**YEDEK ANAHTARI , KİTAPÇIĞI , ORJİNAL İLK YARDIM ÇANTASI MEVCUT.**

**STEPNESİ HİÇ KULLANILMADI.**

**ORJİNAL HALİ PASPASLARI ÇOK İYİ DURUMDA.**

**AYRICA KIŞLIK KAUÇUK PASPASLARI VAR.**

**F1 DİREKSİYON.**

**ANAHTARSIZ ÇALIŞTIRMA.**

**ÖN VE ARKA GÖRSEL KONTROLLÜ GELİŞMİŞ PARK SENSÖRÜ.**

**ÖN VE ARKA ÇARPIŞMA ÖNLEYİCİ OTOMATİK MANEVRA FRENİ.**

**CARPLAY BAĞLANTISI.**

**YORGUNLUK TESPİT SİSTEMİ VE UYARISI.**

**ELEKTRONİK EL FRENİ.**

**KLİMALI SAKLAMA GÖZÜ.**

**ÇOK FONKSİYONLU GELİŞMİŞ YOL BİLGİSAYARI.**

**PASSAT ' IN TÜM MODELLERİNDE STANDART OLAN GÜVENLİK DONANIMLARI................**

**TAKAS TEKLİF ETMEYİNİZ.**"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-business/hal-car-dan-2020-passat-dsg-business-full-yetkili-servis-bakimli/30332460,
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2014-model/30350088,2014 2015 cikisli b8 confort paket hatasiz boyasiz 265 binde tramer yok sag camuluk yarim boyali  sadece exper ekli
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/cma-2-elden-volkswagen-passat-1-6-tdi-comfortline-emotion/29670843,"**CMA 2.EL GÜVENCESİYLE’’**

**ARACIMIZ 2015 MODEL VOLKSWAGEN PASSAT 1.6 TDİ COMFORTLİNE PAKETTİR**

**LASTİKLER AKÜ VS YENİ**

**BAKIMLARI YAPILMIŞ DİRİ BİR ARAÇTIR ​**

**VİTES GEÇİŞLERİ SORUNSUZ**

**-------------------------------------------------------**

**FİRMAMIZ TİCARET İL MÜDÜRLÜĞÜ TARAFINDAN**

**MOTORLU KARA TAŞITLARININ TİCARETİ HAKKINDA YETKİLENDİRİLMİŞTİR**

**YETKİ BELGE NO : 2702012**

**-------------------------------------------------------**

**OFİSİMİZDE 30 DK İÇERİSİNDE KREDİ BAŞVURUSU**

**KREDİ SİCİLİ DÜZGÜN OLMAYAN KİŞİLERE KREDİ İMKANI**

**TÜM TÜRKİYEDE GEÇERLİ DYNOBİL İNDİRİMLİ EXPER AVANTAJI**

**ÖRNEĞİN:  7.500 TL LİK FULL EXPER 1.750 TL ŞEKLİNDE**

**​**

**![](http://i.picasion.com/pic82/adefac340c0a1f351f1f3ac6bc2d4d3a.gif)​**

**![](https://i.hizliresim.com/nb0mZ5.png)​**

**EXPERTİZ**

**EXPERTİZ RESİMLER ARASINDA**

**TRAMER: AĞIR HASAR KAYITLI**

**AİRBAGLER DOLUM YAPILMIŞ**

**ÖN ŞASE UÇLARI İŞLEMLİ**

**![](http://i.hizliresim.com/G17VPr.png)​**

**ABS - ESP - ASR**

****AUX - SD Kart -USB****

**Dokunmatik Ekran**

**Yol Bilgisayarı**

**Dijital Klima**

**Fonksiyonel Direksiyon**

**Ön ve Arka Park Sensörü**

**Yağmur Sensörü**

**Far Sensörü**

**Bel Destekli Elektrikli Ön Koltuklar**

**Elektronik Park Freni**

**Start-Stop**

**Auto Cruise Control (Hız Sabitleyici)**

**Auto Hold (Yokuş Kalkış Destek Sistemi)**

**Coming Home (Kapı Kilidi Açılınca Farların Açılması)**

**Leaving Home (Park Halinde Araçdan İnerken Farların Açılması)**

**Isıtmalı - Elektrikli Aynalar**

**YORGUNLUK İKAZ SİSTEMİ**

**Gündüz Farları**

**Bluemotion Ön Panjur**

**![](https://i.hizliresim.com/XXPym3.png)​**

**YETKİLİ BAYİİSİ OLDUĞUMUZ FİNANS KURULUŞLARI ARACILIĞI İLE 48 AY'A KADAR 15 YAŞ'A KADAR TÜM ARAÇLARA KEFİLSİZ,EVRAKSIZ,SİGORTALI ÇALIŞAN ŞARTI ARAMADAN VE EMEKLİYE TAŞIT KREDİSİ İMKANI SUNMAKTAYIZ!**

**TC NO İLE YAPACAĞINIZ BAŞVURUNUZA 30'DK İÇİNDE KREDİNİZ HAZIR**

**HAKKIMIZDA**

**CMA 2.el 2020 yılında gaziantep’te otomobil sektöründeki Danışmanlarımızın 20 yılı aşkın tecrübesi ile kurulmuştur. firmamız otomobil ve ticari araç alanında faaliyet göstermektedir.**

**Uzun yıllar farklı otomobil yetkili bayilerinde satış ve satış sonrası hizmetler konusunda hizmet veren kadromuzu, sektöre farklı bir bakış açısı ve premium hizmet vermek doğrultusunda CMA 2.EL adı altında birleştirdik.**

**Firma yetkililerimizin bugüne kadar edinmiş olduğu değerli müşteri portföyünü otomobil sektöründe değerlendirmek ve otomobildeki hizmet anlayışının kalitesini CMA 2. EL  kurum kimliği altında birleştirmek kuruluşumuzun amacıdır.**

**Biz CMA 2. EL  kadrosu olarak müşteri memnuniyetini en üst seviyede tutmayı amaç edinmiş bir firma anlayışı ile siz değerli müşterilerimize en iyi hizmeti sunarak takdirlerinizi kazanmayı hedeflemekteyiz.**

**MİSYONUMUZ**

**Güvenilirlik , şeffaflık ve kalite ilkeleri doğrultusunda otomobil sektöründe değerli müşteri portföyümüze premium hizmet vermek**

**VİZYONUMUZ**

**Otomobil sektöründeki müşterilerimize değer katmak**

**DEĞERLERİMİZ**

**Müşteri ihtiyaçlarına en doğru şekilde cevap veririz.**

**İnisiyatif ve sorumluluk alırız.**

**Güveniliriz.**

**Kaliteli ürün anlayışı ile hareket ederiz.**

**İnovasyona inanırız.**

**Müşterimizi vermiş olduğumuz hizmetler neticesinde mutlu ederiz.**

**HİZMETLERİMİZ**

**> KONSİNYE ARAÇ KABULÜ,**

**>HASARLI ARAÇ ALIMI VE SATIMI,**

**> BANKA KREDİ İŞLEMLERİNDE DESTEK,**

**> AYNI GÜN NOTER VE DEVİR İŞLEMLERİ,**

**> HASAR SONRASI DESTEK VE HASAR DEĞER KAYBI HİZMETİ,**

**>****KASKO VE SİGORTA POLİÇELERİNDE UYGUN FİYAT VE TAKSİT İMKANI****,**

**Araç Satış ve Satış Sonrası Destek﻿**

**Satış Sonrası, Birçok Farklı Şirketten Sigorta ve Kasko Teklifleri,**

**Hasar Sonrası Destek ve Hasar Değer Kaybı Hizmeti,**

**7/24 Sigorta Teklif ve Destek Hizmeti,**

**https://cmagroupturkiye.com/**

[**DİĞER İLANLARIMIZ İÇİN LÜTFEN TIKLAYINIZ**](https://arabam.com/galeri/cma-2-el)

​"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/bilgin-tr-en-uygun-passat-otomatik-dusuk-km/30429560,"**Aracımız temiz bakımlı aile aracıdır exper ilanda mevcuttur**

**motor şanzıman çok iyi durumda**

**perde airbag açıktır**

**ağır hasar yoktur kesinlikle**"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/umut-autodan-hatasiz-boyasiz-cam-tavan-passat/28259582,"2016 MODEL 1.6 DİZEL DSG OTOMOTİK   
  
CAM TAVAN SANRUF VARDIR   
  
EXPERTİZ DURUMU   
  
3 ADET LOKAL VARDIR   
  
TAM BOYALI PARÇA YOKTUR KESİNLİKLE   
  
DEĞİŞEN YOKTUR   
  
HASAR KAYDI YOKTUR   
  
ARACIN PASTA CİLA BOYA  KORUMA YAPILMIŞTIR   
  
ALICISINA ŞİMDİDEN HAYIRLI OLSUNN  
  
NOT TAKAS OLUR"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-trendline/ogretmenden-temiz-dusuk-km-2019-cikisli/30519332,2019 ocak çıkışlıdır.boyasız değişensiz. nokta kadar boyasız göçük düzeltme var.iç kondisyon gayet güzel. düşük km. öğretmenden.vizesi ve rutin bakımları haziranda yapılmıştır fren balataları yenidir.lastikler iyi durumdadır. takas yoktur
