url,fiyat,ilan_no,ilan_tarihi,marka,seri,model,yıl,km,vites,yakıt,kasa,renk,motor_hacmi,motor_gücü,çekiş,boya_durumu,takasa_uygunluk,kimden,orjinal,lokal_boyalı,boyalı,değişmiş,belirtilmemiş
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-hatasiz-boyasiz-volkswagen-passat-1-6-tdi/30036414,968.500 TL,30036414.0,04 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2014.0,214.000 km,Yarı Otomatik,Dizel,Sedan,Gri (metalik),1598 cc,105 hp,Önden Çekiş,İkinci El,Takasa Uygun,Sahibinden,-,-,Ön Tampon,-,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Arka Tampon"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-business/2020-vw-passat-1-6-tdi-business-dsg-79-000-km/28382790,1.749.900 TL,28382790.0,29 Nisan 2025,Volkswagen,Passat,1.6 TDi BlueMotion Business,2020.0,79.000 km,Otomatik,Benzin,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,"Sağ Arka Kapı, Sağ Ön Kapı",-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/memurdan-temiz-aile-araci/30196019,,,,,,,,,,,,,,,,,,,,,,,
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2015-model-hatasiz-boyasiz/29355115,,,,,,,,,,,,,,,,,,,,,,,
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/hatasiz-bakimli-aile-araba-kisa-sure/30045815,920.000 TL,30045815.0,04 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2014.0,213.000 km,Düz,Dizel,Sedan,Gri (Gümüş),1598 cc,105 hp,Önden Çekiş,İkinci El,Takasa Uygun,Sahibinden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-elegance/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-elegance-2019-model/29771910,,,,,,,,,,,,,,,,,,,,,,,
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2015-model/29330071,,,,,,,,,,,,,,,,,,,,,,,
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2013-model-istanbul/29482897,1.025.000 TL,29482897.0,07 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2013.0,150.000 km,Yarı Otomatik,Dizel,Sedan,Gri (metalik),1598 cc,105 hp,Önden Çekiş,İkinci El,,Sahibinden,-,"Sağ Arka Çamurluk, Sol Arka Çamurluk","Sağ Arka Kapı, Sağ Ön Kapı",Sağ Ön Çamurluk,"Arka Kaput, Tavan, Sol Arka Kapı, Sol Ön Kapı, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2018-model/27151403,,,,,,,,,,,,,,,,,,,,,,,
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-highline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-highline-2015-model/30134259,1.260.000 TL,30134259.0,11 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2015.0,148.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,İkinci El,Takasa Uygun,Sahibinden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Ön Tampon, Arka Tampon","Sağ Ön Çamurluk, Sol Ön Çamurluk",-,Motor Kaputu,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-highline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-highline-2015-model-240-000-km-beyaz/29729260,1.320.000 TL,29729260.0,19 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2015.0,240.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,,Sahibinden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,"Sağ Ön Kapı, Sağ Ön Çamurluk",-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2012-model/29612713,750.000 TL,29612713.0,13 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2012.0,290.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,,Sahibinden,-,-,-,Ön Tampon,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Arka Tampon"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-trendline/memurdan-temiz-passatimpreesin-paket-ilana-yanlis-girilmistir/27056919,,,,,,,,,,,,,,,,,,,,,,,
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2013-model/30025851,875.000 TL,30025851.0,03 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2013.0,246.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,,Sahibinden,-,Sol Arka Kapı,-,"Sol Ön Kapı, Sol Ön Çamurluk","Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sağ Ön Çamurluk, Motor Kaputu, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-elegance/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-elegance-2020-model/29751659,2.400.000 TL,29751659.0,20 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Elegance,2020.0,68.500 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,,Sahibinden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-impression/egesay-motors-dan-degisen-siz-boya-siz-tramer-siz-2019-passat/29530634,1.545.000 TL,29530634.0,07 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Impression,2019.0,130.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-exclusive/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-exclusive-2013-model/29440684,730.000 TL,29440684.0,05 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Exclusive,2013.0,320.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,105 hp,Önden Çekiş,İkinci El,,Sahibinden,-,-,"Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk","Sağ Ön Kapı, Motor Kaputu, Sol Ön Çamurluk","Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Tavan, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-trendline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-trendline-2014-model/29651670,965.000 TL,29651670.0,14 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2014.0,150.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,,Sahibinden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sefa-otomotiv-2013-passat-1-6-tdi-dsg-comfort-sunroof/28343481,,,,,,,,,,,,,,,,,,,,,,,
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-impression/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-impression-2020-model/30165176,1.585.000 TL,30165176.0,12 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Impression,2020.0,130.000 km,Otomatik,Dizel,Sedan,Gri,,126 - 150 HP,,İkinci El,,Sahibinden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-highline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-highline-2013-model/30147728,1.030.000 TL,30147728.0,11 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2013.0,197.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,,Sahibinden,-,Sağ Arka Kapı,-,"Arka Kaput, Arka Tampon","Sağ Arka Çamurluk, Sol Arka Çamurluk, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-trendline/otozel-den-2017-model-volkswagen-passat-1-6-tdi-trendline/29404593,1.278.000 TL,29404593.0,02 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2017.0,163.200 km,Otomatik,Benzin,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun Değil,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Motor Kaputu, Ön Tampon, Arka Tampon",-,Sol Ön Çamurluk,Sağ Ön Çamurluk,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2017-model-hatay/29440139,1.060.000 TL,29440139.0,05 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2017.0,224.000 km,Yarı Otomatik,Dizel,Sedan,Gri (metalik),1598 cc,120 hp,Önden Çekiş,İkinci El,,Sahibinden,-,-,"Sağ Arka Çamurluk, Sol Arka Çamurluk, Sağ Arka Kapı, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk","Sağ Ön Kapı, Sol Ön Çamurluk","Arka Kaput, Tavan, Motor Kaputu, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/mak-car-dan-2017-passat-r-line-gorunum-cam-tavan/27828703,1.375.000 TL,27828703.0,14 Şubat 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2017.0,165.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Arka Kaput, Sağ Ön Kapı, Tavan, Sağ Ön Çamurluk, Sol Ön Çamurluk, Ön Tampon, Arka Tampon","Sağ Arka Çamurluk, Sol Arka Çamurluk, Sol Arka Kapı",Motor Kaputu,"Sağ Arka Kapı, Sol Ön Kapı",-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2015-model-232-000-km-gri/30054846,,,,,,,,,,,,,,,,,,,,,,,
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2014-model/29612957,1.235.000 TL,29612957.0,12 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2014.0,145.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,120 hp,Önden Çekiş,İkinci El,,Sahibinden,-,-,Sağ Ön Çamurluk,"Sağ Ön Kapı, Sol Ön Çamurluk","Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Motor Kaputu, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-impression/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-impression-2017-model/29874811,1.350.000 TL,29874811.0,27 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Impression,2017.0,195.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,-,Sahibinden,-,-,"Sol Arka Çamurluk, Sol Ön Kapı, Sağ Ön Çamurluk",-,"Sağ Arka Çamurluk, Arka Kaput, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-trendline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-trendline-2015-model/29386989,1.100.000 TL,29386989.0,03 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2015.0,225.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,,Sahibinden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-trendline/1-89-kredi-vw-passat-1-6-dizel-otomatik-139-000-km-led-far-stop/30200979,"1.289.900 TL
1.219.900 TL",30200979.0,28 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2015.0,139.000 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Tavan, Sol Arka Kapı, Sol Ön Kapı, Ön Tampon, Arka Tampon",-,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Sağ Ön Çamurluk","Motor Kaputu, Sol Ön Çamurluk",-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2015-model/29359204,,,,,,,,,,,,,,,,,,,,,,,
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/takim-otomotiv-den-passat/29401716,1.098.000 TL,29401716.0,02 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015.0,260.000 km,Otomatik,Dizel,Sedan,Mavi,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,"Sağ Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu",-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2016-model/30113897,1.240.000 TL,30113897.0,10 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2016.0,187.300 km,Yarı Otomatik,Dizel,Sedan,Gri (metalik),1598 cc,120 hp,Önden Çekiş,İkinci El,Takasa Uygun,Sahibinden,"Sağ Arka Çamurluk, Sol Arka Çamurluk, Sağ Ön Kapı, Tavan, Sağ Ön Çamurluk, Motor Kaputu, Ön Tampon, Arka Tampon",Sol Ön Çamurluk,"Arka Kaput, Sağ Arka Kapı, Sol Arka Kapı, Sol Ön Kapı",-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2017-model/29580213,1.425.000 TL,29580213.0,11 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2017.0,227.000 km,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1598 cc,120 hp,Önden Çekiş,İkinci El,,Sahibinden,-,-,-,-,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-highline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-highline-2015-model/29633162,1.280.000 TL,29633162.0,14 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2015.0,235.000 km,Düz,Dizel,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,İkinci El,,Sahibinden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-business/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-business-2019-model/29430803,1.550.000 TL,29430803.0,05 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Business,2019.0,171.000 km,Yarı Otomatik,Dizel,Station wagon,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,Takasa Uygun,Sahibinden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
