url,fiyat,ilan_no,ilan_tarihi,marka,seri,model,yıl,km,vites,yakıt,kasa,renk,motor_hacmi,motor_gücü,çekiş,boya_durumu,takasa_uygunluk,kimden,orjinal,lokal_boyalı,boyalı,değişmiş,belirtilmemiş
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-tertemiz-dizel-2015-model-passat/30440754,,,,,,,,,,,,,,,,,,,,,,,
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/hatasizboyasizkusursuzpassatb8tungstengridsg-servis-bakimli/30100664,"1.322.500 TL
1.299.000 TL",30100664.0,23 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2016.0,165.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/2014-bayrama-ozel-passat-1-6-tdi-138-km-tramersiz-kart-12-ay/29834385,1.090.000 TL,29834385.0,27 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2014.0,138.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,-,Sağ Arka Çamurluk,-,"Sağ Arka Kapı, Sağ Ön Kapı","Arka Kaput, Sol Arka Çamurluk, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sevincoglu-otomotivden-2018-model-wolkswogen-pasat-comfortline-dsg/30418365,1.465.000 TL,30418365.0,22 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2018.0,182.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,"Sağ Arka Çamurluk, Arka Kaput",-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-trendline/galeriden-volkswagen-passat-1-6-tdi-bluemotion-trendline-2014-model-eskisehir/30386447,1.050.000 TL,30386447.0,21 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2014.0,152.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Arka Tampon",Ön Tampon,-,-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-highline/tavan-bagaj-kabut-boyasiz/29712005,1.100.000 TL,29712005.0,21 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2015.0,203.000 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun Değil,Galeriden,"Arka Kaput, Tavan, Motor Kaputu, Ön Tampon, Arka Tampon",-,"Sağ Arka Çamurluk, Sol Arka Çamurluk, Sağ Ön Kapı, Sol Arka Kapı, Sol Ön Kapı","Sağ Arka Kapı, Sağ Ön Çamurluk, Sol Ön Çamurluk",-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/tml-motors-volkswagen-passat-kaput-tavan-bagaj-orjinal/30367568,"1.145.000 TL
1.120.000 TL",30367568.0,20 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2016.0,223.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Arka Kaput, Tavan, Motor Kaputu, Ön Tampon, Arka Tampon",-,"Sağ Arka Çamurluk, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Sol Ön Kapı, Sağ Ön Çamurluk","Sol Arka Kapı, Sol Ön Çamurluk",-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/tan-cars-dan-2018-vw-passat-1-6tdi-comfort-dsg-tablet-ekran-1-59/30366286,1.289.750 TL,30366286.0,20 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2018.0,143.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,"Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Motor Kaputu",Sağ Ön Çamurluk,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/degisensiz-boyasiz-otomatik-108-bin-km-2015-passat-comfortline/30360201,1.444.000 TL,30360201.0,20 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015.0,108.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-impression/galeriden-volkswagen-passat-1-6-tdi-bluemotion-impression-2019-model-mersin/30318463,1.429.000 TL,30318463.0,18 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Impression,2019.0,137.000 km,Yarı Otomatik,Dizel,Sedan,Mavi (metalik),1598 cc,120 hp,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",Sağ Ön Çamurluk,-,-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-impression/yb-auto-bodrum-volkswagen-passat-1-6-tdi-bluemotion-impression/30318445,"1.790.000 TL
1.750.000 TL",30318445.0,18 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Impression,2020.0,68.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun Değil,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/2015-led-far-stop-19-verona-jant-t-ekran-k-ayna-cam-tavan/29700579,925.000 TL,29700579.0,03 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015.0,135.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,-,-,-,-,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/auto-mina-dan-vw-passat/29410962,1.050.000 TL,29410962.0,02 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015.0,341.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,Sol Ön Kapı,Sağ Ön Çamurluk,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-business/kredi-kartina-taksit-2020-ww-passat-1-6tdi-yeni-logo-hatasiz/28842326,1.695.000 TL,28842326.0,30 Mayıs 2025,Volkswagen,Passat,1.6 TDi BlueMotion Business,2020.0,125.000 km,Otomatik,Dizel,Sedan,Mavi,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-highline/umit-auto-hayalet-ekran-c-tavan-elektrk-bagaj-highline-boyasiz/28116913,1.399.000 TL,28116913.0,12 Nisan 2025,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2016.0,226.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun Değil,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2015-model/30103739,,,,,,,,,,,,,,,,,,,,,,,
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/2016-model-otamatik-cam-tavan-passat/30530430,1.595.000 TL,30530430.0,27 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2016.0,137.500 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2018-model/28086227,1.840.000 TL,28086227.0,27 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2018.0,118.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,Takasa Uygun,Sahibinden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/memurdan-hatasiz-boyasiz-tertemiz-passat/29246156,1.445.000 TL,29246156.0,27 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2017.0,130.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,,Sahibinden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/2016-passat-comfortline-hatasiz-boyasiz-camtavan-bej-doseme/30529655,1.395.000 TL,30529655.0,27 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2016.0,235.000 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",Sağ Arka Çamurluk,-,-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-elegance/2019-passat-elegance-195-km-hatasiz-ayar/30529654,1.735.000 TL,30529654.0,27 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Elegance,2019.0,195.000 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sağ Ön Çamurluk, Motor Kaputu, Ön Tampon, Arka Tampon",Sol Arka Çamurluk,-,"Sol Ön Kapı, Sol Ön Çamurluk",-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/ovabeyli-otomotiv-den-2018-model-comfort-paket-ilk-sahibinden/30529580,1.650.000 TL,30529580.0,27 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2018.0,92.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2012-model/30510473,749.000 TL,30510473.0,27 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2012.0,368.000 km,Yarı Otomatik,Dizel,Sedan,Füme,1598 cc,105 hp,Önden Çekiş,İkinci El,,Sahibinden,-,-,Sol Ön Çamurluk,"Sağ Ön Çamurluk, Motor Kaputu","Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Ön Tampon, Arka Tampon"
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/smt-auto-dan-volkswagen-passat-1-6-tdi-bmt-comfortline/30529296,1.175.000 TL,30529296.0,27 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2019.0,148.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Arka Kaput, Sol Arka Çamurluk, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,"Sağ Arka Çamurluk, Sağ Arka Kapı, Motor Kaputu","Sağ Ön Kapı, Sağ Ön Çamurluk",-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/group-motors-2019-passat-1-6-ov-boyasiz-hatasiz-156-000-km/30529012,1.549.000 TL,30529012.0,27 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2019.0,156.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun Değil,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/cam-tavan-boyasiz-fabrika-cikisi-dis-r-line-verona-jant/30528882,1.659.000 TL,30528882.0,27 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2016.0,121.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-business/dusuk-km-hatasiz-ayarinda-dokunmatik-klima/30528681,1.525.000 TL,30528681.0,27 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Business,2020.0,162.000 km,Otomatik,Dizel,Sedan,Yeşil,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun Değil,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sağ Ön Çamurluk, Motor Kaputu, Ön Tampon, Arka Tampon","Sol Ön Kapı, Sol Ön Çamurluk",-,-,-
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-elegance/kredi-kredi-kart-12-taksit-volkswagen-passat-cam-tavan/30528644,,,,,,,,,,,,,,,,,,,,,,,
https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/perdeci-erol-dan-2017-wv-passat-1-6-tdi-comfortline-dsg-orj-hats/30528461,1.419.500 TL,30528461.0,27 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2017.0,169.000 km,Otomatik,Dizel,Sedan,Mavi,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,Takasa Uygun,Galeriden,"Sağ Arka Çamurluk, Arka Kaput, Sol Arka Çamurluk, Sağ Arka Kapı, Sağ Ön Kapı, Tavan, Sol Arka Kapı, Sol Ön Kapı, Sağ Ön Çamurluk, Motor Kaputu, Sol Ön Çamurluk, Ön Tampon, Arka Tampon",-,-,-,-
